Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
11,26,SELVAKUMAR,GAPP,235,0.13
12,26,P RAVIKUMAR,IND,225,0.13
13,26,C SUNDARAM,IND,217,0.12
14,26,R UMASHANKAR,IND,161,0.09
15,26,R JEYASEELAN,IND,147,0.08
16,26,A CHANDERAN,MMKA,94,0.05
17,26,S JEYARAJ,IND,90,0.05
18,26,K ESWARAN,IND,84,0.05
19,26,R SAMINATHAN,IND,83,0.05
20,26,PONNUDURAI ATDITHAN,IND,67,0.04
21,26,B PIRABU,IND,57,0.03
22,26,M SURESH KUMAR,IND,53,0.03
23,26,P ELUMALAI,IND,48,0.03
24,26,M SHANTHA KUMAR,IND,47,0.03
25,26,R GUNASEKERAN,IND,44,0.03
26,26,R KUMAR,IND,35,0.02
1,27,ARAVIND RAMESH S,DMK,147014,42.53
2,27,SUNDARAM N,ADMK,132101,38.21
3,27,RAMKUMAR.K,PMK,15595,4.51
4,27,PANEER DOSS R,VCK,15129,4.38
5,27,UJAGAR SINGH,BJP,14915,4.31
6,27,RAJAN.S,ntk,10842,3.14
7,27,None of the Above,NOTA,7332,2.12
8,27,ARUN KUMAR S,FIP,803,0.23
9,27,PERAMAIYAN.G,BSP,645,0.19
10,27,SUNDARAM M,IND,247,0.07
11,27,SANKAR.J,IND,226,0.07
12,27,RAMESH.J,IND,206,0.06
13,27,MANIDASAN.S,VTK,178,0.05
14,27,KALANITHI.D,IND,166,0.05
15,27,KUMAR PONUSAMY.M,IND,154,0.04
27,27,SRINIVASAN.G,IND,144,0.04
1,28,"ANBARASAN, T.M.",DMK,96877,44.64
2,28,"RAMACHANDRAN, S.",ADMK,77708,35.81
3,28,"DR. SATHYANARAYANAN, S.",BJP,12806,5.9
4,28,"CHANDRAN, U.",DMDK,12291,5.66
5,28,"SRINIVASAN, R.",PMK,7194,3.32
6,28,None of the Above,NOTA,4727,2.18
7,28,"DHANACHEZHIAN, R.",ntk,3927,1.81
8,28,"VINOTH KUMAR, R.",IND,506,0.23
9,28,"LOGANATHAN VEMBU, V",IND,347,0.16
10,28,BALASUBRAMANIAN V.R.,KMDK,159,0.07
11,28,"SERMA SELVARAJ, R.",DMSK,150,0.07
12,28,"RAMACHANDRAN, M.",IND,127,0.06
13,28,"RAMACHANDRAN, V.",IND,109,0.05
14,28,"RAMACHANDRAN, S.",IND,69,0.03
1,29,PALANI.K,ADMK,101001,42.77
2,29,SELVAPERUNTHAGAI.K,INC,90285,38.23
3,29,MUTHURAMAN.C,PMK,18185,7.7
4,29,VEERAKUMAR.M,VCK,13679,5.79
5,29,MANOHARAN.M,BJP,3939,1.67
6,29,SIVARANJINI.B,ntk,3441,1.46
7,29,None of the Above,NOTA,2956,1.25
8,29,CHANDRAN.N,BSP,862,0.37
9,29,PRAKASH.R,IND,388,0.16
10,29,PALANI.M,IND,381,0.16
11,29,RAJESH.V,CPI(ML)(L),344,0.15
12,29,PALANI.C,IND,183,0.08
13,29,RAVI.M,LJP,138,0.06
14,29,NIRMAL.E,IND,124,0.05
15,29,DILLI.A,IND,121,0.05
16,29,SELVAM.S,IND,115,0.05
1,30,KARUNANITHI.I,DMK,112891,44.94
2,30,SARASWATHI C.R,ADMK,90726,36.12
3,30,VEERALAKSHMI C,MDMK,14083,5.61
4,30,DR.GOPI AYYASWAMY,BJP,11781,4.69
5,30,VENKATESAN R,PMK,9339,3.72
6,30,None of the Above,NOTA,5823,2.32
7,30,SRINIVASA KUMAR P,ntk,4488,1.79
8,30,JOHN RAJARATHANAM,BSP,592,0.24
9,30,MAHARAJAN G,IND,290,0.12
10,30,KAVIGNAN PYTHIUM,IND,282,0.11
11,30,CHITTIBABU,ThP,234,0.09
12,30,BACKIYARAJ.M,SHS,194,0.08
13,30,RUKMANGATHAN R,IND,141,0.06
14,30,KARUPPUSAMY P,KMDK,138,0.05
15,30,AYODHI.L.DR,IND,109,0.04
16,30,ANATHARAMAN.R.K,IND,93,0.04
1,31,S R RAJA,DMK,101835,43.27
2,31,RAJENDRAN C,ADMK,87390,37.13
3,31,M CHEZHIYAN,DMDK,14559,6.19
4,31,VEDASUBRAMANIAM A,BJP,10327,4.39
5,31,R SURESH,PMK,7631,3.24
6,31,NAGANATHAN B,ntk,5237,2.23
7,31,None of the Above,NOTA,5007,2.13
8,31,S MOHAMAD BILAL,SDPI,1135,0.48
9,31,X TAMIL SELVAN,IND,434,0.18
10,31,K DHANANCHEZHIYAN,IND,301,0.13
11,31,A RAJA,IND,280,0.12
12,31,ARUL SANTHA MICHEL,IND,267,0.11
13,31,P ARUMUGAM,KMDK,240,0.1
14,31,T THANGAVEL,IND,146,0.06
15,31,S ILANCHEZHIAN,IND,117,0.05
16,31,S RAJENDRAN,IND,93,0.04
17,31,K GOPINATH,IND,81,0.03
18,31,R SURESH,IND,78,0.03
19,31,P RAJA,IND,74,0.03
20,31,G SARANGABANI,IND,65,0.03
21,31,S SIVARAMAN,IND,58,0.02
1,32,VARALAKSHMI.M,DMK,112675,45.11
2,32,KAMALAKKANNAN.R,ADMK,86383,34.58
3,32,ARUMUGAM.K,PMK,20899,8.37
4,32,MURUGESAN.D,DMDK,17438,6.98
5,32,SANJEEVINATHAN.K,ntk,4035,1.62
6,32,None of the Above,NOTA,3584,1.43
7,32,MUTHAMILSELVAN.S,IJK,1517,0.61
8,32,AJAY.S,BSP,577,0.23
9,32,VENKATESAN.E,IND,467,0.19
10,32,DURAIRAJ.L,IND,439,0.18
11,32,VARALAKSHMI.K,IND,406,0.16
12,32,VENKATESAN.R,IND,264,0.11
13,32,SATHISH KUMAR.G,SHS,235,0.09
14,32,RAFI.M,IND,228,0.09
15,32,JOTHI.G,IND,204,0.08
16,32,VEERAMANI.P,IND,192,0.08
17,32,SELVARAJ.T,AIJMK,119,0.05
18,32,KUMARAN.S,IND,112,0.04
1,33,KOTHANDAPANI. M,ADMK,70215,34.91
2,33,VISWANATHAN. V,DMK,69265,34.44
3,33,VASU. K,PMK,28125,13.98
4,33,SATHYA. C.E,MDMK,25539,12.7
5,33,RANGASWAMY.V.G,BJP,2605,1.3
6,33,None of the Above,NOTA,2116,1.05
7,33,ELLALAN YUSUF.I,ntk,1836,0.91
8,33,KUMAR.V,SHS,363,0.18
9,33,VICTOR JOHN. J,BSP,295,0.15
10,33,PARVENTHAN.N,IND,224,0.11
11,33,SEKAR. M,IND,219,0.11
12,33,SURESH. N,IND,181,0.09
13,33,PAKKIRIAMBEDKAR. K.V,IND,158,0.08
1,34,ARASU R T,DMK,63446,37.51
2,34,MUNUSAMY,ADMK,63142,37.33
3,34,EZHIL CAROLINE,VCK,17927,10.6
4,34,SADAIYAPPAN,PMK,17892,10.58
5,34,None of the Above,NOTA,1827,1.08
6,34,SAMPATH P,BJP,1559,0.92
7,34,DHASARATHAN,ntk,919,0.54
8,34,MUNUSAMY,IND,803,0.47
9,34,RAMESH,BSP,722,0.43
10,34,RAMACHANDRAN,IND,286,0.17
11,34,DINAKARAN,IND,206,0.12
12,34,SENTHILKUMAR,IND,159,0.09
13,34,KANNAN,PPIS,151,0.09
14,34,KRISHNARAJ,IND,95,0.06
1,35,S.PUGAZHENTHI,DMK,73693,41.43
2,35,C.K.THAMIZHARASAN,ADMK,70736,39.77
3,35,A.ADHIKESAVAN,PMK,16215,9.12
4,35,M.THENNARASU,DMDK,11773,6.62
5,35,None of the Above,NOTA,1525,0.86
6,35,B.VETRISELVAM,ntk,813,0.46
7,35,V.SATHYANARAYANAN,BSP,767,0.43
8,35,M.VINAYAGAMURTHY,IJK,652,0.37
9,35,C.ANANDAN,AIPMK,605,0.34
10,35,S.JAYANTHI,IND,470,0.26
11,35,A.M.MANIBHARATHI,IND,318,0.18
12,35,M.HARIKRISHNAN,IND,312,0.18
1,36,SUNDAR.K,DMK,85513,43.02
2,36,GANESAN.P,ADMK,73357,36.9
3,36,GANGADHARAN.PON,PMK,24221,12.19
4,36,RAJENDRAN.M,DMDK,9184,4.62
5,36,None of the Above,NOTA,1647,0.83
6,36,SUSAIRAJ.R,ntk,928,0.47
7,36,PURUSHOTHAMAN.V,BJP,786,0.4
8,36,JAYARAMAN.S,IND,768,0.39
9,36,JAYAPRAKASH.C,IND,762,0.38
10,36,SURESH.D,BSP,636,0.32
11,36,VANASUNDARI.M,IND,236,0.12
12,36,MADHAVARAJ.K.V,IND,195,0.1
13,36,PRAKASH.K,LJP,168,0.08
14,36,DEVARASAN.C,IND,156,0.08
15,36,AMUTHA.N,SP,125,0.06
16,36,MUTHUKUMAR.R,IND,91,0.05
1,37,C.V.M.P. EZHILARASAN,DMK,90533,40.4
2,37,T.MYTHILI,ADMK,82985,37.03
3,37,P. MAGESH KUMAR,PMK,30102,13.43
4,37,S.EAGAMBARAM,DMDK,8986,4.01
5,37,T.VASAN,BJP,3646,1.63
6,37,None of the Above,NOTA,3645,1.63
7,37,M.USHA,ntk,1758,0.78
8,37,C.KANNIAPPAN,BSP,653,0.29
9,37,DHENAGARAN @ DHARMA DHENAGARAN,GMI,509,0.23
10,37,C.RAMESH,IND,407,0.18
11,37,E.MUNUSAMY,IND,253,0.11
12,37,M.EKAMBARAM,IND,177,0.08
13,37,P.MOHANASUNDARAM,IND,150,0.07
14,37,S.TAMILSELVAN,IND,124,0.06
15,37,D.GNANAMURTHI,IND,94,0.04
16,37,L.KARUNAKARAN,IND,90,0.04
1,38,RAVI S,ADMK,68176,41.21
2,38,RAJKUMAR  N,DMK,64015,38.69
3,38,ARPUDHAM,PMK,20130,12.17
4,38,GOPINATH G,VCK,5213,3.15
5,38,None of the Above,NOTA,2049,1.24
6,38,C.VIJAYAN,BJP,2021,1.22
7,38,SUDHAKAR P,BSP,1641,0.99
8,38,SARAVANAN  M,ntk,1038,0.63
9,38,RAJKUMAR B,IND,373,0.23
10,38,RAVI V,IND,278,0.17
11,38,THANGAVELU P,IND,146,0.09
12,38,PANJU. UDAYAKUMAR,IND,137,0.08
13,38,ELAYAPRABU K,PPIS,129,0.08
14,38,MARAN P,LJP,95,0.06
1,39,PARTHIBAN.N.G,ADMK,77651,36.79
2,39,MUNIRATHINAM.A.M,INC,67919,32.18
3,39,K.SARAVANAN,PMK,50827,24.08
4,39,MANOGAR.P.R,DMDK,6167,2.92
5,39,None of the Above,NOTA,1691,0.8
6,39,KUMAR.M,BJP,1468,0.7
7,39,NARESH.J.K,IND,881,0.42
8,39,SENTHIL KUMAR.P,ntk,826,0.39
9,39,GIRIDHARAN.M,BSP,738,0.35
10,39,ISAAC AIYYA.V.S,AIJMK,675,0.32
11,39,MUNIRATHINAM.C,IND,526,0.25
12,39,BHARATHI.A.N,IND,351,0.17
13,39,GAJENDIRAN.V,IND,259,0.12
14,39,MANOGARAN.N,IND,222,0.11
15,39,JAYAGOVINDAN.S,IND,195,0.09
16,39,OMKUMAR.A,IND,189,0.09
17,39,PRAKASAM.S,PPIS,177,0.08
18,39,VENKATESAN.P,IND,168,0.08
19,39,KANNIAPPAN.M,IND,134,0.06
1,40,DURAIMURUGAN,DMK,90534,50.9
2,40,APPU S.R.K,ADMK,66588,37.44
3,40,SHANMUGAM N T,PMK,12728,7.16
4,40,None of the Above,NOTA,2492,1.4
5,40,SIVANANDAM T.V,TMC(M),2163,1.22
6,40,PUVIARASAN L.,ntk,1135,0.64
7,40,SANKAR GANESH K,PPIS,598,0.34
8,40,MANJULA V,IND,439,0.25
9,40,SATHISHKUMAR L,IND,382,0.21
10,40,MURUGAN N,IJK,368,0.21
11,40,PALANI R,IND,106,0.06
12,40,SUBRAMANI K,IND,88,0.05
13,40,SARAVANAN M,IND,74,0.04
14,40,SHANMUGAM K L,SP,74,0.04
15,40,GANAPATHY S,IND,57,0.03
16,40,KANNAN K S,IND,44,0.02
1,41,GANDHI.R,DMK,81724,42.85
2,41,ELUMALAI. C,ADMK,73828,38.71
3,41,MURALI. M. K,PMK,23850,12.5
4,41,NITHIYANANDHAM. S,DMDK,5906,3.1
5,41,None of the Above,NOTA,2121,1.11
6,41,NAGARAJ. V,BJP,1342,0.7
7,41,NAVASKHAN. A,ntk,800,0.42
8,41,VELU. D,IND,313,0.16
9,41,YUVARAJ. A,BSP,283,0.15
10,41,GANDHI. R,IND,214,0.11
11,41,MANAVALAN YADEV. K,LJP,135,0.07
12,41,THANGAVELU. R,IND,88,0.05
13,41,SUBRAMANI. V,IND,77,0.04
14,41,SAKTHIVELNATHAN. K,IND,61,0.03
1,42,ESWARAPPAN J L,DMK,84182,41.39
2,42,RAMADOSS.K.V,ADMK,73091,35.94
3,42,G.KARIKALAN,PMK,35043,17.23
4,42,UDHAYAKUMAR P N,MDMK,5387,2.65
5,42,ARULRAMAN.D,BJP,2648,1.3
6,42,None of the Above,NOTA,2004,0.99
7,42,MURUGANANTHAM.K,IND,406,0.2
8,42,SAKUNTHALA.A,IND,359,0.18
9,42,MUNUSWAMY.C,LJP,272,0.13
1,43,KARTHIKEYAN,DMK,88264,51.53
2,43,HARUN RASHEED,ADMK,62054,36.23
3,43,ELANGOVAN.S,BJP,5212,3.04
4,43,LAKSHMI NARAYANAN,PMK,5185,3.03
5,43,ABDUR RAHMAN.R,VCK,2590,1.51
6,43,None of the Above,NOTA,2400,1.4
7,43,MANIGANDAN.A,ntk,1639,0.96
8,43,SHAIK MEERAN,SDPI,1100,0.64
9,43,USHA NANDINI.M,IND,455,0.27
10,43,SAMUEL JASON,PPIS,387,0.23
11,43,BALADANDAYUDAM.G,IND,339,0.2
12,43,MOOSHA.B,IND,272,0.16
13,43,SYED RISWAN,IND,231,0.13
14,43,BALAKRISHNAN V,VBMP,200,0.12
15,43,SYED NIZAMUDDIN ASLAM,IND,176,0.1
16,43,SELVI.V,IND,150,0.09
17,43,SARAVANAN.L,IND,144,0.08
18,43,VENKATESAN,IND,108,0.06
19,43,GNANAPRAGASAM.S,BPF,106,0.06
20,43,RAMESH.K,SP,82,0.05
21,43,VEDHAMUTHU,IND,67,0.04
22,43,PANNEER SELVAM,IND,65,0.04
23,43,JAKER HUSSAIN,IND,53,0.03
1,44,NANDAKUMAR A P,DMK,77058,666.42
2,44,KALAIARASU M,ADMK,68290,590.59
3,44,ELAVAZAGAN K L,PMK,24711,213.71
4,44,PALANI P S,TMC(M),2633,22.77
5,44,VIJAYAKUMAR K,BJP,1750,15.13
6,44,None of the Above,NOTA,1237,10.7
7,44,SIVARAJ K,ntk,723,6.25
8,44,KARUNANITHI E,BSP,679,5.87
9,44,CHANDIRASEKAR D,IND,661,5.72
10,44,SAMPATH G,IND,616,5.33
11,44,UDHAYAKUMAR N,IND,524,4.53
12,44,VENKADESAN P,UMK,393,3.4
13,44,ELAVARASAN A,IND,353,3.05
14,44,NANDAKUMAR T,IND,312,2.7
15,44,KALAIYARASAN P,IND,246,2.13
16,44,PUSHPARAJ R,PPIS,202,1.75
17,44,SRINIVASAN R,NMK,197,1.7
18,44,SUDHAKAR M,VBMP,191,1.65
19,44,KATHAVARAYAN M,GPI,152,1.31
20,44,NANDAKUMAR M,IND,146,1.26
21,44,MAHALAKSHMI A,IND,128,1.11
22,44,NANTHAKUMAR V,IND,122,1.06
23,44,BALARAMAN M,IND,104,0.9
24,44,GOVINDAMMAL A,RSPS,102,0.88
25,44,SIVAKUMAR T,SP,92,0.8
1,45,LOGANATHAN.G,ADMK,75612,45.76
2,45,AMALU V,DMK,65866,39.86
3,45,KUSALAKUMARI.C,PMK,13046,7.9
4,45,DEVIYAMMAL M,DMDK,4170,2.52
5,45,VIMALA R,BJP,2210,1.34
6,45,None of the Above,NOTA,1990,1.2
7,45,ARCHANA.N,ntk,788,0.48
8,45,MOHAN.K,BSP,457,0.28
9,45,RAJA J,IND,283,0.17
10,45,ANNAMAL S,IND,238,0.14
11,45,SELVA KUMAR.A,LJP,229,0.14
12,45,SIVALINGAM K,AlPP,169,0.1
13,45,MAYILEESWARAN S,IND,168,0.1
1,46,JAYANTHI PADMANABHAN .C,ADMK,94689,48.56
2,46,"RAJAMARTHANDAN, K.",DMK,83219,42.68
3,46,DEEPA .B,PMK,7505,3.85
4,46,LINGAMUTHU .K,CPI,3140,1.61
5,46,None of the Above,NOTA,2241,1.15
6,46,GANESAN .T,IJK,891,0.46
7,46,"RAJKUMAR, S.",ntk,876,0.45
8,46,SHANMUGAM .M,BSP,529,0.27
9,46,"JAYARAMAN, SENUR. PON.",IND,441,0.23
10,46,RAJAMANICKAM .C,IND,414,0.21
11,46,VINOTH .M,IND,292,0.15
12,46,RAMAMURTHI .A,IND,193,0.1
13,46,VADIVELAN .P,VBMP,186,0.1
14,46,THANGARAJ .G,AlPP,153,0.08
15,46,BALASINGAM .S,IND,115,0.06
16,46,"SARAVANAN, S",PPIS,104,0.05
1,47,NILOFER,ADMK,69588,40.31
2,47,SYED FAROOQ,IUML,55062,31.89
3,47,GNANASEKARAN.C,TMC(M),21090,12.22
4,47,VAKEEL AHMED . T. S,AIMIM,10117,5.86
5,47,KIRUBAKARAN.R.,PMK,9283,5.38
6,47,G.VENKATESAN,BJP,1935,1.12
7,47,None of the Above,NOTA,1774,1.03
8,47,MOHAMMED ISMAIL,WPOI,1104,0.64
9,47,J. WAZEER AHMED,BSP,848,0.49
10,47,KALILLUR RAHMAN,ntk,623,0.36
11,47,K.CHAKKARAVARTHI,SP,401,0.23
12,47,GNANASEKAR.G,IND,274,0.16
13,47,ABDUL GAFFAR. P.,IND,243,0.14
14,47,SUDHAKAR. S.,IND,157,0.09
15,47,KANNADASAN. L,IND,139,0.08
1,48,BALASUBRAMANI,ADMK,79182,49.16
2,48,NAZEER AHMED,MAMAK,51176,31.77
3,48,MADAR KHALEELLUR RAHMAN,SUSP,7640,4.74
4,48,VASU,DMDK,7043,4.37
5,48,VENKATESAN,BJP,5760,3.58
6,48,AMEEN BASHA,PMK,4643,2.88
7,48,None of the Above,NOTA,1632,1.01
8,48,SUNDAR.N,BSP,967,0.6
9,48,PARTHIBAN,IND,748,0.46
10,48,KALAI KAMARAJ,ntk,574,0.36
11,48,MURALIMOHAN,SHS,385,0.24
12,48,DHARUMAN,PPIS,376,0.23
13,48,GOPINATH,VBMP,375,0.23
14,48,ZAHEERU ZAMAN,IND,231,0.14
15,48,SYAMALA,RSPS,193,0.12
16,48,KRISHNAN,IND,150,0.09
1,49,VEERAMANI.K.C.,ADMK,82525,45.57
2,49,KAVITHA.C,DMK,71534,39.5
3,49,PONNUSAMY.G,PMK,17516,9.67
4,49,FAYAZ BASHA.A,DMDK,3509,1.94
5,49,None of the Above,NOTA,1483,0.82
6,49,THIRUMALAI.A,VBMP,1224,0.68
7,49,OVEYAM RANJAN.N,BJP,1021,0.56
8,49,THENMOZHI.A,ntk,868,0.48
9,49,LATHA.M,BSP,700,0.39
10,49,VEERAMANI.P,IND,236,0.13
11,49,SATHISH.C,IND,198,0.11
12,49,VEERAMANI.M.S.,IND,158,0.09
13,49,SIVAKUMAR.V.C.,IND,112,0.06
1,50,NALLATHAMBI. A,DMK,80791,45.43
2,50,KUMAR.T.T,ADMK,73144,41.13
3,50,RAJA.T.K,PMK,12227,6.88
4,50,HARIKRISHNAN.K,DMDK,3968,2.23
5,50,GOVINDARAJAN. V,BJP,1831,1.03
6,50,None of the Above,NOTA,1193,0.67
7,50,RAJA.T,IND,1051,0.59
8,50,RAJA.K,IND,789,0.44
9,50,VIJAYAN.E,ntk,691,0.39
10,50,NEELAVENI. P,BSP,574,0.32
11,50,VANKATESAN. M,KMDK,281,0.16
12,50,PALANI.M,IND,271,0.15
13,50,RAMESH.T.P,IND,230,0.13
14,50,SAMUELBAKYARAJ.A,PPIS,203,0.11
15,50,KUMAR.T,IND,166,0.09
16,50,KUMAR.N,IND,162,0.09
17,50,SAKTHI.V,VBMP,159,0.09
18,50,SANKAR. S,UCPI,112,0.06
1,51,N.MANORANJITHAM,ADMK,69980,38.75
2,51,S.MALATHY,DMK,67367,37.3
3,51,T.N.ANGUTHI,PMK,23500,13.01
4,51,C.KANIYAMUDHAN,VCK,12669,7.01
5,51,None of the Above,NOTA,1717,0.95
6,51,S A PANDU,BJP,1591,0.88
7,51,V. THEERTHAGIRI,KMDK,1266,0.7
8,51,VENKATESAN T,ntk,728,0.4
9,51,THEERTHAGIRI A,IND,578,0.32
10,51,K.BALAMUTHU,IND,547,0.3
11,51,C.HAMSA,NCP,481,0.27
12,51,THEERTHAGIRI A,RPI(A),192,0.11
1,52,V.RAJENDRAN,ADMK,80650,42.89
2,52,GOVINDDARASAN.E.C,DMK,79668,42.36
3,52,A.KUMAR,PMK,18407,9.79
4,52,R.RAJENDRAN,TMC(M),2948,1.57
5,52,None of the Above,NOTA,1382,0.73
6,52,R.MANIVANNAN,BJP,1273,0.68
7,52,N.ANANTHI,NCP,876,0.47
8,52,P.ESWARAN,ntk,685,0.36
9,52,SUGUMAR,IND,568,0.3
10,52,RAMESH.D,IND,450,0.24
11,52,C.ANBALAGAN,IND,395,0.21
12,52,C.GOVINDARASU,IND,252,0.13
13,52,C.S.SARDHAR,PTK,143,0.08
14,52,G.K.MUNIRAJ,UMK,128,0.07
15,52,K.THIRUVENKADAM,KMDK,118,0.06
16,52,R.THANIGAI,YSP,113,0.06
1,53,SENGUTTUVAN.T,DMK,87637,43.8
2,53,GOVINDARAJ,ADMK,82746,41.35
3,53,KUMAR.S,PMK,15736,7.86
4,53,JAYAPRAKASH.R,TMC(M),4199,2.1
5,53,None of the Above,NOTA,1855,0.93
6,53,MANAGER,IND,1195,0.6
7,53,CHANDRAMOHAN.K.M,NCP,1151,0.58
8,53,LATHA.G,IND,1082,0.54
9,53,PONN.PARTHIBAN,ntk,986,0.49
10,53,ARUNKOWTHAM,IJK,886,0.44
11,53,VELU.K,IND,663,0.33
12,53,SIVARAJ.M.K,IND,415,0.21
13,53,PANDIAN@PANDIA PRABHU.P,IND,291,0.15
14,53,GANDHI.T.V.S,IND,258,0.13
15,53,VADIVEL,IND,198,0.1
16,53,VENKATESH.K.C,UCPI,194,0.1
17,53,MUBARAK.B,AIMIM,172,0.09
18,53,VAJRAVEL.G,KMDK,167,0.08
19,53,SANKAR.K,UMK,158,0.08
20,53,SIGAMANI.K.N,PTK,103,0.05
1,54,MURUGAN P,DMK,88952,46.01
2,54,MADHU A.V.M @ HEMNATH M,ADMK,83724,43.31
3,54,TAMIL SELVI M,PMK,5476,2.83
4,54,NAGARAJ N,DMDK,4656,2.41
5,54,PREMANATHAN V S,BJP,1966,1.02
6,54,None of the Above,NOTA,1482,0.77
7,54,ABBAS ALI S B,FDLP,1373,0.71
8,54,RAMASAMY GC,IND,893,0.46
9,54,GOVINDARAJ R,IND,704,0.36
10,54,SUJATHA K,NCP,653,0.34
11,54,ILANTHAMIZAN,ntk,588,0.3
12,54,SHANMUGAM L,IND,553,0.29
13,54,SUDHAKAR N,IND,394,0.2
14,54,SADANAPALLIYAPPA,IND,391,0.2
15,54,VADIVEL P,IND,352,0.18
16,54,VIRGINIA BERNADINE FRANCIS,IND,313,0.16
17,54,"SURYAPRAKASH, C.L.",rpsn,307,0.16
18,54,KRISHNAPPA @ KRISHNAN,KMDK,291,0.15
19,54,SANKAR K,UCPI,257,0.13
1,55,BALAKRISHNA REDDY P,ADMK,89510,41.59
2,55,GOPINATH K,INC,66546,30.92
3,55,BALAKRISHNAN  G,BJP,28850,13.4
4,55,MUNIRAJ P,PMK,10309,4.79
5,55,CHANDRAN V,DMDK,7780,3.61
6,55,None of the Above,NOTA,3445,1.6
7,55,ALEX ESTHER,ntk,3021,1.4
8,55,SHANAWASKHAN N,SDPI,1134,0.53
9,55,DEVAPPA Y,IND,741,0.34
10,55,PATTABHIRAMA C,IND,737,0.34
11,55,CHAN BASHA M,BSP,465,0.22
12,55,VELUCHAMY  R,KMDK,424,0.2
13,55,SONAPPA SM,UCPI,354,0.16
14,55,SATHYA NARAYANA MOORTHY K,IND,328,0.15
15,55,SEKAR P,GMI,293,0.14
16,55,GOPINATH K,IND,274,0.13
17,55,JAGADISWARA REDDY,IND,265,0.12
18,55,AYUB JOHN S M,IND,223,0.1
19,55,MANJUNATH V,IND,201,0.09
20,55,GOPINATH K,IND,182,0.08
21,55,BALARAJU N,IND,149,0.07
1,56,"PRAKAASH,Y.",DMK,74429,39.31
2,56,"RAMACHANDRAN,T.",CPI,68184,36.01
3,56,"NAGESH,C.",ADMK,31415,16.59
4,56,"ARUNRAJAN,D.",PMK,5253,2.77
5,56,"RAMACHANDRAN,B.",BJP,2908,1.54
6,56,None of the Above,NOTA,2450,1.29
7,56,"HARI,V.",IND,1722,0.91
8,56,"ROSELIN,R.",NCP,958,0.51
9,56,PANDU,UCPI,704,0.37
10,56,ABUBEKAR,IND,485,0.26
11,56,"TAMILSELVAN,S.",ntk,433,0.23
12,56,VINDHAI VENDHAN,IND,409,0.22
1,57,ANBALAGAN. K.P.,ADMK,76143,40.34
2,57,MURUGAN. P.K.,DMK,70160,37.17
3,57,MANNAN. K.,PMK,31612,16.75
4,57,KAVERIVARMAN. K.G.,DMDK,4915,2.6
5,57,None of the Above,NOTA,1880,1
6,57,CHANDRASEKARAN. G.,YSP,536,0.28
7,57,VENKATESAN. S.,ntk,503,0.27
8,57,NANJAPPAN. P.,IJK,463,0.25
9,57,GOVINDARAJAN. S.,IND,430,0.23
10,57,SIVAKUMAR. S.,TMK,397,0.21
11,57,PERUMAL. P.,BSP,337,0.18
12,57,KRISHNAMOORTHY. P.,IND,334,0.18
13,57,MURUGAN. K.G.,IND,325,0.17
14,57,PACHIYAPPAN. M.,IND,302,0.16
15,57,SIVAKUMAR. T.,KMDK,257,0.14
16,57,ANBALAGAN. E.,IND,173,0.09
1,58,INBASEKARAN. P.N.P.,DMK,76848,38.49
2,58,ANBUMANI RAMADOSS,PMK,58402,29.25
3,58,MUNUSAMY K.P,ADMK,51687,25.89
4,58,NANJAPPAN. N.,CPI,5624,2.82
5,58,None of the Above,NOTA,2081,1.04
6,58,MUNIAPPAN. A,IND,716,0.36
7,58,SIVAKUMAR. G,ntk,688,0.34
8,58,MURUGESAN. M,IND,688,0.34
9,58,POTHURASU. N,IND,640,0.32
10,58,DHANAPAL. G,IND,555,0.28
11,58,MALLIGA. M,BSP,473,0.24
12,58,VENKATESAN. P. C,IND,336,0.17
13,58,AGNI SRIRAMACHANDRAN,IND,300,0.15
14,58,SIVALINGAM. P,IND,222,0.11
15,58,JAIKUMAR. K,JD(S),193,0.1
16,58,SINGARAVELU. K,IND,182,0.09
1,59,SUBRAMANI. P.,DMK,71056,34.25
2,59,ELANGOVAN. P.D.,ADMK,61380,29.58
3,59,SENTHIL. R. DR.,PMK,56727,27.34
4,59,ELANGOVAN. V. DR.,DMDK,9348,4.51
5,59,None of the Above,NOTA,2251,1.08
6,59,ARUMUGAM. M.,BJP,1606,0.77
7,59,RUKMANIDEVI. R.,ntk,1213,0.58
8,59,VIJAYASARATHI. N.DR.,IND,812,0.39
9,59,MADHAIYAN. K.,KMDK,570,0.27
10,59,SREENIVASAN.R.K.,YSP,525,0.25
11,59,MOHAN S,BSP,495,0.24
12,59,RAGUPATHI. N.,GMI,473,0.23
13,59,ILANGOVAN. V.,IND,326,0.16
14,59,RADHA.P.,NCP,297,0.14
15,59,SIVAN. K.,UCPI,258,0.12
16,59,GOVINDARAJU. S.,TMK,139,0.07
1,60,PALANIYAPPAN. P,ADMK,74234,35.56
2,60,SATHIYAMOORTHY. A,PMK,61521,29.47
3,60,PRABHU RAJASEKAR. M,DMK,56109,26.88
4,60,BASKAR . A,DMDK,9441,4.52
5,60,ASHOKAN. G,KMDK,1760,0.84
6,60,None of the Above,NOTA,1467,0.7
7,60,GOPI. K,BSP,827,0.4
8,60,RAJALINGAM. A,IND,818,0.39
9,60,RAJKUMAR. V,IND,771,0.37
10,60,MOOVENDAN. M,ntk,588,0.28
